driver_id,pool_location,driver_rating
DRV-BB-02015,Pool Ciputat,4.94
DRV-BB-02016,Pool Mampang,4.69
DRV-BB-02017,Pool BSD,4.88
DRV-BB-02018,Pool Ciputat,4.74
DRV-BB-02019,Pool BSD,4.86
DRV-BB-02020,Pool BSD,4.78
DRV-BB-02021,Pool Kelapa Gading,4.67
DRV-BB-02022,Pool Kramat Jati,4.82
DRV-BB-02023,Pool Kelapa Gading,4.97
DRV-BB-02024,Pool Ciputat,4.93
DRV-BB-02025,Pool Kelapa Gading,4.97
DRV-BB-02026,Pool Mampang,4.94
DRV-BB-02027,Pool Kramat Jati,4.62
DRV-BB-02028,Pool Ciputat,4.85
DRV-BB-02029,Pool Kelapa Gading,4.88
DRV-BB-02030,Pool BSD,4.9
DRV-BB-02031,Pool Mampang,4.82
DRV-BB-02032,Pool Puri,4.84
DRV-BB-02033,Pool BSD,4.94
DRV-BB-02034,Pool Kramat Jati,4.78
DRV-BB-02035,Pool Kramat Jati,4.9
DRV-BB-02036,Pool Puri,4.62
DRV-BB-02037,Pool Halim,4.82
DRV-BB-02038,Pool Kelapa Gading,4.95
DRV-BB-02039,Pool Mampang,4.94
DRV-BB-02040,Pool Puri,4.95
DRV-BB-02041,Pool Puri,4.94
DRV-BB-02042,Pool Ciputat,4.94
DRV-BB-02043,Pool Ciputat,4.82
DRV-BB-02044,Pool BSD,4.76
DRV-BB-02045,Pool Ciputat,4.95
DRV-BB-02046,Pool Kramat Jati,4.98
DRV-BB-02047,Pool Puri,4.62
DRV-BB-02048,Pool Kramat Jati,4.88
DRV-BB-02049,Pool Ciputat,4.77
DRV-BB-02050,Pool Puri,4.63
DRV-BB-02051,Pool BSD,4.79
DRV-BB-02052,Pool Puri,4.99
DRV-BB-02053,Pool Puri,4.95
DRV-BB-02054,Pool Kelapa Gading,4.95
DRV-BB-02055,Pool Halim,4.78
DRV-BB-02056,Pool BSD,4.77
DRV-BB-02057,Pool Kelapa Gading,4.77
DRV-BB-02058,Pool Kelapa Gading,4.84
DRV-BB-02059,Pool Kramat Jati,4.73
DRV-BB-02060,Pool Ciputat,4.83
DRV-BB-02061,Pool BSD,4.79
DRV-BB-02062,Pool Puri,4.87
DRV-BB-02063,Pool Halim,4.97
DRV-BB-02064,Pool Halim,4.98
DRV-BB-02065,Pool Kramat Jati,4.69
DRV-BB-02066,Pool Puri,4.7
DRV-BB-02067,Pool Kelapa Gading,4.88
DRV-BB-02068,Pool Puri,4.63
DRV-BB-02069,Pool Halim,4.67
DRV-BB-02070,Pool Mampang,4.72
DRV-BB-02071,Pool Puri,4.73
DRV-BB-02072,Pool Halim,4.74
DRV-BB-02073,Pool Halim,4.7
DRV-BB-02074,Pool Kelapa Gading,4.75
DRV-BB-02075,Pool Ciputat,4.72
DRV-BB-02076,Pool BSD,4.72
DRV-BB-02077,Pool Ciputat,4.69
DRV-BB-02078,Pool BSD,4.92
DRV-BB-02079,Pool Kelapa Gading,4.61
DRV-BB-02080,Pool Halim,4.62
DRV-BB-02081,Pool Puri,4.75
DRV-BB-02082,Pool Halim,4.98
DRV-BB-02083,Pool Halim,4.8
DRV-BB-02084,Pool Mampang,4.77
DRV-BB-02085,Pool Halim,4.77
DRV-BB-02086,Pool Mampang,4.77
DRV-BB-02087,Pool Mampang,4.77
DRV-BB-02088,Pool BSD,4.9
DRV-BB-02089,Pool Puri,4.72
DRV-BB-02090,Pool Kramat Jati,4.88
DRV-BB-02091,Pool Puri,4.91
DRV-BB-02092,Pool Ciputat,4.99
DRV-BB-02093,Pool Puri,4.81
DRV-BB-02094,Pool Kramat Jati,4.68
DRV-BB-02095,Pool Puri,4.84
DRV-BB-02096,Pool BSD,4.9
DRV-BB-02097,Pool Puri,4.99
DRV-BB-02098,Pool Mampang,4.93
DRV-BB-02099,Pool Halim,4.92
DRV-BB-02100,Pool Halim,4.7
DRV-BB-02101,Pool Mampang,4.65
DRV-BB-02102,Pool Ciputat,4.86
DRV-BB-02103,Pool Mampang,4.67
DRV-BB-02104,Pool Puri,4.91
DRV-BB-02105,Pool BSD,4.97
DRV-BB-02106,Pool Mampang,4.8
DRV-BB-02107,Pool Kramat Jati,4.64
DRV-BB-02108,Pool Kramat Jati,4.86
DRV-BB-02109,Pool Kramat Jati,5.0
DRV-BB-02110,Pool Ciputat,4.78
DRV-BB-02111,Pool BSD,4.76
DRV-BB-02112,Pool BSD,4.74
DRV-BB-02113,Pool Puri,4.66
DRV-BB-02114,Pool Mampang,4.71
DRV-BB-02115,Pool Kramat Jati,4.6
DRV-BB-02116,Pool Kelapa Gading,4.88
DRV-BB-02117,Pool BSD,4.94
DRV-BB-02118,Pool Kelapa Gading,4.65
DRV-BB-02119,Pool Ciputat,4.91
DRV-BB-02120,Pool Kelapa Gading,4.98
DRV-BB-02121,Pool Kelapa Gading,4.88
DRV-BB-02122,Pool Ciputat,4.78
DRV-BB-02123,Pool Mampang,4.99
DRV-BB-02124,Pool Mampang,4.84
DRV-BB-02125,Pool Mampang,4.88
DRV-BB-02126,Pool BSD,4.64
DRV-BB-02127,Pool Kramat Jati,4.95
DRV-BB-02128,Pool Kelapa Gading,4.72
DRV-BB-02129,Pool Kelapa Gading,4.88
DRV-BB-02130,Pool Kelapa Gading,4.95
DRV-BB-02131,Pool Halim,4.7
DRV-BB-02132,Pool Mampang,4.71
DRV-BB-02133,Pool BSD,4.6
DRV-BB-02134,Pool Kelapa Gading,4.86
DRV-BB-02135,Pool Mampang,4.74
DRV-BB-02136,Pool Puri,4.8
DRV-BB-02137,Pool Mampang,4.87
DRV-BB-02138,Pool Kelapa Gading,4.75
DRV-BB-02139,Pool BSD,4.64
DRV-BB-02140,Pool Puri,4.62
DRV-BB-02141,Pool Puri,4.65
DRV-BB-02142,Pool Halim,4.89
DRV-BB-02143,Pool Ciputat,4.83
DRV-BB-02144,Pool Puri,4.79
DRV-BB-02145,Pool Mampang,4.61
DRV-BB-02146,Pool BSD,4.95
DRV-BB-02147,Pool Ciputat,4.73
DRV-BB-02148,Pool Puri,4.84
DRV-BB-02149,Pool Mampang,4.84
DRV-BB-02150,Pool BSD,4.94
DRV-BB-02151,Pool Ciputat,4.86
DRV-BB-02152,Pool Ciputat,4.65
DRV-BB-02153,Pool Ciputat,4.88
DRV-BB-02154,Pool BSD,4.87
DRV-BB-02155,Pool BSD,4.73
DRV-BB-02156,Pool Puri,4.67
DRV-BB-02157,Pool Halim,4.65
DRV-BB-02158,Pool Halim,4.82
DRV-BB-02159,Pool Puri,4.81
DRV-BB-02160,Pool BSD,4.86
DRV-BB-02161,Pool Halim,4.65
DRV-BB-02162,Pool Puri,4.62
DRV-BB-02163,Pool Mampang,4.8
DRV-BB-02164,Pool Kramat Jati,4.69
DRV-BB-02165,Pool Kelapa Gading,4.83
DRV-BB-02166,Pool Mampang,4.9
DRV-BB-02167,Pool Puri,4.95
DRV-BB-02168,Pool Mampang,4.97
DRV-BB-02169,Pool Mampang,4.99
DRV-BB-02170,Pool BSD,4.61
DRV-BB-02171,Pool BSD,4.97
DRV-BB-02172,Pool Kelapa Gading,4.72
DRV-BB-02173,Pool Mampang,4.63
DRV-BB-02174,Pool BSD,4.83
DRV-BB-02175,Pool BSD,4.61
DRV-BB-02176,Pool BSD,4.65
DRV-BB-02177,Pool Halim,4.96
DRV-BB-02178,Pool Mampang,4.76
DRV-BB-02179,Pool Kramat Jati,4.83
DRV-BB-02180,Pool Halim,4.74
DRV-BB-02181,Pool BSD,4.7
DRV-BB-02182,Pool Mampang,4.87
DRV-BB-02183,Pool BSD,4.8
DRV-BB-02184,Pool Halim,4.68
DRV-BB-02185,Pool Puri,4.85
DRV-BB-02186,Pool Mampang,4.92
DRV-BB-02187,Pool Kelapa Gading,4.87
DRV-BB-02188,Pool Kramat Jati,4.68
DRV-BB-02189,Pool Ciputat,4.94
DRV-BB-02190,Pool Halim,4.89
DRV-BB-02191,Pool Ciputat,4.78
DRV-BB-02192,Pool Puri,4.96
DRV-BB-02193,Pool Kramat Jati,4.89
DRV-BB-02194,Pool Kramat Jati,4.88
DRV-BB-02195,Pool Kramat Jati,4.88
DRV-BB-02196,Pool Kramat Jati,4.87
DRV-BB-02197,Pool BSD,4.82
DRV-BB-02198,Pool Kramat Jati,4.63
DRV-BB-02199,Pool Kelapa Gading,4.86
DRV-BB-02200,Pool Kramat Jati,4.71
DRV-BB-02201,Pool Mampang,4.71
DRV-BB-02202,Pool Ciputat,4.6
DRV-BB-02203,Pool Puri,4.87
DRV-BB-02204,Pool BSD,4.78
DRV-BB-02205,Pool Kelapa Gading,4.71
DRV-BB-02206,Pool Mampang,4.89
DRV-BB-02207,Pool Halim,4.75
DRV-BB-02208,Pool Kramat Jati,4.95
DRV-BB-02209,Pool BSD,4.7
DRV-BB-02210,Pool Kramat Jati,4.83
DRV-BB-02211,Pool Ciputat,4.74
DRV-BB-02212,Pool Kramat Jati,4.7
DRV-BB-02213,Pool Mampang,4.97
DRV-BB-02214,Pool Puri,4.76
DRV-BB-02215,Pool Kelapa Gading,4.61
DRV-BB-02216,Pool BSD,4.7
DRV-BB-02217,Pool Ciputat,4.96
DRV-BB-02218,Pool Mampang,4.8
DRV-BB-02219,Pool Mampang,4.8
DRV-BB-02220,Pool Puri,4.81
DRV-BB-02221,Pool Halim,4.89
DRV-BB-02222,Pool Kelapa Gading,4.74
DRV-BB-02223,Pool Mampang,4.74
DRV-BB-02224,Pool Kramat Jati,4.98
DRV-BB-02225,Pool Kelapa Gading,4.79
DRV-BB-02226,Pool Kramat Jati,4.93
DRV-BB-02227,Pool Puri,4.96
DRV-BB-02228,Pool Mampang,4.74
DRV-BB-02229,Pool Mampang,4.92
DRV-BB-02230,Pool Kelapa Gading,4.95
DRV-BB-02231,Pool Kramat Jati,4.69
DRV-BB-02232,Pool Mampang,4.89
DRV-BB-02233,Pool Kelapa Gading,5.0
DRV-BB-02234,Pool BSD,4.97
DRV-BB-02235,Pool Kelapa Gading,4.72
DRV-BB-02236,Pool Ciputat,4.68
DRV-BB-02237,Pool Puri,4.71
DRV-BB-02238,Pool Kramat Jati,4.62
DRV-BB-02239,Pool Puri,4.77
DRV-BB-02240,Pool Kelapa Gading,4.8
DRV-BB-02241,Pool Ciputat,4.75
DRV-BB-02242,Pool Puri,4.83
DRV-BB-02243,Pool Mampang,4.99
DRV-BB-02244,Pool Mampang,4.62
DRV-BB-02245,Pool Kramat Jati,4.91
DRV-BB-02246,Pool Halim,4.87
DRV-BB-02247,Pool Puri,4.85
DRV-BB-02248,Pool Ciputat,4.84
DRV-BB-02249,Pool Ciputat,4.88
DRV-BB-02250,Pool Kramat Jati,4.67
DRV-BB-02251,Pool BSD,4.82
DRV-BB-02252,Pool Ciputat,4.74
DRV-BB-02253,Pool Puri,4.73
DRV-BB-02254,Pool Puri,4.74
DRV-BB-02255,Pool Ciputat,4.87
DRV-BB-02256,Pool BSD,4.79
DRV-BB-02257,Pool Ciputat,4.88
DRV-BB-02258,Pool Mampang,4.78
DRV-BB-02259,Pool BSD,4.68
DRV-BB-02260,Pool Mampang,4.88
DRV-BB-02261,Pool Ciputat,4.99
DRV-BB-02262,Pool Kelapa Gading,4.66
DRV-BB-02263,Pool Kramat Jati,4.84
DRV-BB-02264,Pool Ciputat,4.94
DRV-BB-02265,Pool Halim,4.91
DRV-BB-02266,Pool Halim,4.76
DRV-BB-02267,Pool Kelapa Gading,4.72
DRV-BB-02268,Pool Kramat Jati,4.81
DRV-BB-02269,Pool Mampang,4.73
DRV-BB-02270,Pool Mampang,4.71
DRV-BB-02271,Pool Puri,4.6
DRV-BB-02272,Pool Kelapa Gading,4.93
DRV-BB-02273,Pool Puri,4.61
DRV-BB-02274,Pool Ciputat,4.78
DRV-BB-02275,Pool Puri,4.7
DRV-BB-02276,Pool Puri,4.84
DRV-BB-02277,Pool BSD,4.72
DRV-BB-02278,Pool Ciputat,4.97
DRV-BB-02279,Pool Puri,4.91
DRV-BB-02280,Pool Ciputat,4.84
DRV-BB-02281,Pool Kelapa Gading,4.88
DRV-BB-02282,Pool Ciputat,4.69
DRV-BB-02283,Pool Mampang,4.95
DRV-BB-02284,Pool Ciputat,4.87
DRV-BB-02285,Pool Ciputat,4.99
DRV-BB-02286,Pool Kramat Jati,4.86
DRV-BB-02287,Pool Mampang,5.0
DRV-BB-02288,Pool Kramat Jati,4.64
DRV-BB-02289,Pool Mampang,4.71
DRV-BB-02290,Pool Ciputat,4.8
DRV-BB-02291,Pool Kelapa Gading,4.92
DRV-BB-02292,Pool Mampang,4.66
DRV-BB-02293,Pool BSD,4.84
DRV-BB-02294,Pool Halim,4.85
DRV-BB-02295,Pool BSD,4.79
DRV-BB-02296,Pool BSD,4.94
DRV-BB-02297,Pool Kramat Jati,4.95
DRV-BB-02298,Pool Puri,4.8
DRV-BB-02299,Pool Halim,4.61
DRV-BB-02300,Pool Mampang,4.66
DRV-BB-02301,Pool Mampang,4.67
DRV-BB-02302,Pool Halim,4.77
DRV-BB-02303,Pool Puri,4.69
DRV-BB-02304,Pool Kramat Jati,4.72
DRV-BB-02305,Pool Mampang,4.87
DRV-BB-02306,Pool Kramat Jati,4.82
DRV-BB-02307,Pool Mampang,4.97
DRV-BB-02308,Pool Ciputat,4.71
DRV-BB-02309,Pool Kelapa Gading,4.95
DRV-BB-02310,Pool Kelapa Gading,4.91
DRV-BB-02311,Pool Kramat Jati,4.97
DRV-BB-02312,Pool Mampang,4.6
DRV-BB-02313,Pool Halim,4.97
DRV-BB-02314,Pool Ciputat,4.72
DRV-BB-02315,Pool BSD,4.93
DRV-BB-02316,Pool Ciputat,4.76
DRV-BB-02317,Pool Puri,4.79
DRV-BB-02318,Pool BSD,4.83
DRV-BB-02319,Pool Kramat Jati,4.66
DRV-BB-02320,Pool Halim,4.85
DRV-BB-02321,Pool Ciputat,4.99
DRV-BB-02322,Pool Puri,4.79
DRV-BB-02323,Pool Mampang,4.61
DRV-BB-02324,Pool Kramat Jati,4.75
DRV-BB-02325,Pool BSD,4.78
DRV-BB-02326,Pool Mampang,4.76
DRV-BB-02327,Pool BSD,4.84
DRV-BB-02328,Pool BSD,4.97
DRV-BB-02329,Pool Puri,4.93
DRV-BB-02330,Pool BSD,4.91
DRV-BB-02331,Pool BSD,4.96
DRV-BB-02332,Pool Puri,4.85
DRV-BB-02333,Pool Kramat Jati,4.92
DRV-BB-02334,Pool Kramat Jati,4.67
DRV-BB-02335,Pool Mampang,4.65
DRV-BB-02336,Pool Kelapa Gading,4.91
DRV-BB-02337,Pool Kramat Jati,4.96
DRV-BB-02338,Pool BSD,4.67
DRV-BB-02339,Pool Kelapa Gading,4.88
DRV-BB-02340,Pool Puri,4.79
DRV-BB-02341,Pool Ciputat,4.75
DRV-BB-02342,Pool Ciputat,4.99
DRV-BB-02343,Pool Halim,4.84
DRV-BB-02344,Pool Kramat Jati,4.69
DRV-BB-02345,Pool Kelapa Gading,4.65
DRV-BB-02346,Pool Kelapa Gading,4.83
DRV-BB-02347,Pool Halim,4.62
DRV-BB-02348,Pool Mampang,4.81
DRV-BB-02349,Pool Halim,4.73
DRV-BB-02350,Pool Kelapa Gading,4.67
DRV-BB-02351,Pool Mampang,4.67
DRV-BB-02352,Pool Mampang,4.69
DRV-BB-02353,Pool Mampang,4.79
DRV-BB-02354,Pool Puri,4.64
DRV-BB-02355,Pool Mampang,4.91
DRV-BB-02356,Pool Puri,4.68
DRV-BB-02357,Pool Halim,4.71
DRV-BB-02358,Pool Kelapa Gading,4.99
DRV-BB-02359,Pool Ciputat,4.67
DRV-BB-02360,Pool Ciputat,4.88
DRV-BB-02361,Pool Kramat Jati,4.77
DRV-BB-02362,Pool Halim,4.66
DRV-BB-02363,Pool Kramat Jati,4.64
DRV-BB-02364,Pool Ciputat,4.74
DRV-BB-02365,Pool Ciputat,4.75
DRV-BB-02366,Pool Puri,4.63
DRV-BB-02367,Pool Ciputat,4.95
DRV-BB-02368,Pool Mampang,4.7
DRV-BB-02369,Pool Ciputat,4.74
DRV-BB-02370,Pool BSD,4.78
DRV-BB-02371,Pool Kramat Jati,4.83
DRV-BB-02372,Pool Kelapa Gading,4.93
DRV-BB-02373,Pool Kramat Jati,4.81
DRV-BB-02374,Pool Kramat Jati,4.95
DRV-BB-02375,Pool Halim,4.78
DRV-BB-02376,Pool Kelapa Gading,4.99
DRV-BB-02377,Pool Kelapa Gading,4.94
DRV-BB-02378,Pool Kramat Jati,4.79
DRV-BB-02379,Pool BSD,4.71
DRV-BB-02380,Pool BSD,4.79
DRV-BB-02381,Pool Kramat Jati,4.77
DRV-BB-02382,Pool BSD,4.74
DRV-BB-02383,Pool Kramat Jati,4.64
DRV-BB-02384,Pool BSD,4.76
DRV-BB-02385,Pool Halim,4.69
DRV-BB-02386,Pool BSD,4.73
DRV-BB-02387,Pool Puri,4.95
DRV-BB-02388,Pool Halim,4.61
DRV-BB-02389,Pool BSD,4.64
DRV-BB-02390,Pool BSD,4.78
DRV-BB-02391,Pool Mampang,4.8
DRV-BB-02392,Pool BSD,4.72
DRV-BB-02393,Pool Ciputat,4.97
DRV-BB-02394,Pool BSD,4.89
DRV-BB-02395,Pool Ciputat,4.85
DRV-BB-02396,Pool BSD,4.82
DRV-BB-02397,Pool Puri,4.6
DRV-BB-02398,Pool Halim,4.85
DRV-BB-02399,Pool BSD,4.68
DRV-BB-02400,Pool Puri,4.9
DRV-BB-02401,Pool Ciputat,4.66
DRV-BB-02402,Pool Mampang,4.91
DRV-BB-02403,Pool Kelapa Gading,4.64
DRV-BB-02404,Pool Kelapa Gading,4.66
DRV-BB-02405,Pool Puri,4.81
DRV-BB-02406,Pool Mampang,4.85
DRV-BB-02407,Pool Mampang,4.7
DRV-BB-02408,Pool Mampang,4.83
DRV-BB-02409,Pool BSD,4.9
DRV-BB-02410,Pool BSD,4.72
DRV-BB-02411,Pool Ciputat,4.63
DRV-BB-02412,Pool Halim,4.82
DRV-BB-02413,Pool BSD,4.98
DRV-BB-02414,Pool Halim,4.62
DRV-BB-02415,Pool Mampang,4.85
DRV-BB-02416,Pool Kelapa Gading,4.93
DRV-BB-02417,Pool BSD,4.71
DRV-BB-02418,Pool Kramat Jati,4.74
DRV-BB-02419,Pool Mampang,4.81
DRV-BB-02420,Pool Kelapa Gading,4.63
DRV-BB-02421,Pool BSD,4.96
DRV-BB-02422,Pool Puri,4.67
DRV-BB-02423,Pool Ciputat,4.64
DRV-BB-02424,Pool Kelapa Gading,4.96
DRV-BB-02425,Pool Puri,4.81
DRV-BB-02426,Pool Mampang,4.83
DRV-BB-02427,Pool Kelapa Gading,4.85
DRV-BB-02428,Pool Puri,4.64
DRV-BB-02429,Pool Mampang,4.95
DRV-BB-02430,Pool BSD,4.72
DRV-BB-02431,Pool BSD,4.65
DRV-BB-02432,Pool Ciputat,4.96
DRV-BB-02433,Pool Kelapa Gading,4.79
DRV-BB-02434,Pool Kelapa Gading,4.99
DRV-BB-02435,Pool Mampang,4.75
DRV-BB-02436,Pool Mampang,4.92
DRV-BB-02437,Pool Mampang,4.8
DRV-BB-02438,Pool BSD,4.94
DRV-BB-02439,Pool Puri,4.93
DRV-BB-02440,Pool Mampang,4.67
DRV-BB-02441,Pool Mampang,4.66
DRV-BB-02442,Pool BSD,4.89
DRV-BB-02443,Pool Puri,4.8
DRV-BB-02444,Pool Kramat Jati,4.69
DRV-BB-02445,Pool Ciputat,4.94
DRV-BB-02446,Pool Kelapa Gading,4.79
DRV-BB-02447,Pool Mampang,4.6
DRV-BB-02448,Pool Ciputat,4.74
DRV-BB-02449,Pool Kramat Jati,4.71
DRV-BB-02450,Pool BSD,4.98
DRV-BB-02451,Pool Halim,4.6
DRV-BB-02452,Pool Kramat Jati,4.71
DRV-BB-02453,Pool Ciputat,4.89
DRV-BB-02454,Pool Mampang,4.76
DRV-BB-02455,Pool Halim,4.95
DRV-BB-02456,Pool Kelapa Gading,4.71
DRV-BB-02457,Pool Halim,4.61
DRV-BB-02458,Pool Puri,4.63
DRV-BB-02459,Pool BSD,4.95
DRV-BB-02460,Pool Ciputat,4.75
DRV-BB-02461,Pool Kelapa Gading,4.62
DRV-BB-02462,Pool BSD,4.77
DRV-BB-02463,Pool Kramat Jati,4.96
DRV-BB-02464,Pool Kelapa Gading,4.72
DRV-BB-02465,Pool Ciputat,4.68
DRV-BB-02466,Pool Puri,4.61
DRV-BB-02467,Pool Kelapa Gading,4.75
DRV-BB-02468,Pool BSD,4.97
DRV-BB-02469,Pool Halim,4.92
DRV-BB-02470,Pool Kramat Jati,4.78
DRV-BB-02471,Pool Halim,4.97
DRV-BB-02472,Pool Puri,4.82
DRV-BB-02473,Pool Halim,4.72
DRV-BB-02474,Pool Kramat Jati,5.0
DRV-BB-02475,Pool Ciputat,4.74
DRV-BB-02476,Pool BSD,4.77
DRV-BB-02477,Pool Kramat Jati,4.6
DRV-BB-02478,Pool Halim,4.84
DRV-BB-02479,Pool Ciputat,4.9
DRV-BB-02480,Pool Ciputat,4.86
DRV-BB-02481,Pool Kramat Jati,4.89
DRV-BB-02482,Pool Kramat Jati,4.6
DRV-BB-02483,Pool Kramat Jati,4.91
DRV-BB-02484,Pool Kelapa Gading,4.79
DRV-BB-02485,Pool Puri,4.91
DRV-BB-02486,Pool Mampang,4.7
DRV-BB-02487,Pool Puri,4.78
DRV-BB-02488,Pool BSD,4.81
DRV-BB-02489,Pool Kelapa Gading,4.96
DRV-BB-02490,Pool Mampang,4.82
DRV-BB-02491,Pool Kramat Jati,4.65
DRV-BB-02492,Pool Ciputat,4.75
DRV-BB-02493,Pool Puri,4.79
DRV-BB-02494,Pool BSD,4.98
DRV-BB-02495,Pool Mampang,4.97
DRV-BB-02496,Pool Kramat Jati,4.62
DRV-BB-02497,Pool BSD,4.71
DRV-BB-02498,Pool BSD,4.99
DRV-BB-02499,Pool Kramat Jati,4.61
DRV-BB-02500,Pool Kelapa Gading,4.65
DRV-BB-02501,Pool BSD,4.68
DRV-BB-02502,Pool Halim,4.74
DRV-BB-02503,Pool Mampang,4.94
DRV-BB-02504,Pool Kramat Jati,4.76
DRV-BB-02505,Pool BSD,4.91
DRV-BB-02506,Pool Mampang,4.63
DRV-BB-02507,Pool Halim,4.89
DRV-BB-02508,Pool Halim,4.65
DRV-BB-02509,Pool Halim,4.95
DRV-BB-02510,Pool Kramat Jati,4.66
DRV-BB-02511,Pool Halim,4.82
DRV-BB-02512,Pool BSD,4.98
DRV-BB-02513,Pool Ciputat,4.97
DRV-BB-02514,Pool Halim,4.6
DRV-BB-02515,Pool Halim,4.94
DRV-BB-02516,Pool Kelapa Gading,4.86
DRV-BB-02517,Pool Halim,4.6
DRV-BB-02518,Pool Ciputat,4.81
DRV-BB-02519,Pool Halim,4.91
DRV-BB-02520,Pool Mampang,4.69
DRV-BB-02521,Pool Mampang,4.86
DRV-BB-02522,Pool Halim,4.84
DRV-BB-02523,Pool Ciputat,4.86
DRV-BB-02524,Pool Kramat Jati,4.76
DRV-BB-02525,Pool Ciputat,4.81
DRV-BB-02526,Pool Puri,4.69
DRV-BB-02527,Pool BSD,4.62
DRV-BB-02528,Pool BSD,4.94
DRV-BB-02529,Pool Mampang,4.78
DRV-BB-02530,Pool Puri,4.84
DRV-BB-02531,Pool Kramat Jati,4.82
DRV-BB-02532,Pool Puri,4.86
DRV-BB-02533,Pool Puri,4.74
DRV-BB-02534,Pool Kramat Jati,4.96
DRV-BB-02535,Pool Ciputat,4.75
DRV-BB-02536,Pool Mampang,4.63
DRV-BB-02537,Pool Ciputat,4.86
DRV-BB-02538,Pool Kramat Jati,4.75
DRV-BB-02539,Pool BSD,4.66
DRV-BB-02540,Pool Kramat Jati,4.95
DRV-BB-02541,Pool Kramat Jati,4.8
DRV-BB-02542,Pool Ciputat,4.71
DRV-BB-02543,Pool BSD,4.99
DRV-BB-02544,Pool Ciputat,4.76
DRV-BB-02545,Pool Ciputat,4.71
DRV-BB-02546,Pool BSD,4.77
DRV-BB-02547,Pool BSD,4.62
DRV-BB-02548,Pool Kramat Jati,4.92
DRV-BB-02549,Pool Kramat Jati,4.84
DRV-BB-02550,Pool Kelapa Gading,4.62
DRV-BB-02551,Pool Puri,4.9
DRV-BB-02552,Pool Kelapa Gading,4.73
DRV-BB-02553,Pool BSD,4.81
DRV-BB-02554,Pool Kramat Jati,4.99
DRV-BB-02555,Pool BSD,4.78
DRV-BB-02556,Pool BSD,4.7
DRV-BB-02557,Pool BSD,4.88
DRV-BB-02558,Pool BSD,5.0
DRV-BB-02559,Pool Kramat Jati,4.79
DRV-BB-02560,Pool BSD,4.74
DRV-BB-02561,Pool Ciputat,4.96
DRV-BB-02562,Pool Halim,4.76
DRV-BB-02563,Pool BSD,4.91
DRV-BB-02564,Pool Puri,4.76
DRV-BB-02565,Pool Kelapa Gading,4.75
DRV-BB-02566,Pool BSD,4.81
DRV-BB-02567,Pool Mampang,4.87
DRV-BB-02568,Pool Puri,4.82
DRV-BB-02569,Pool Puri,4.82
DRV-BB-02570,Pool Kelapa Gading,4.66
DRV-BB-02571,Pool Ciputat,4.66
DRV-BB-02572,Pool Puri,4.62
DRV-BB-02573,Pool BSD,5.0
DRV-BB-02574,Pool Kramat Jati,4.81
DRV-BB-02575,Pool Kelapa Gading,4.81
DRV-BB-02576,Pool BSD,4.94
DRV-BB-02577,Pool Ciputat,4.73
DRV-BB-02578,Pool Ciputat,4.62
DRV-BB-02579,Pool Puri,4.88
DRV-BB-02580,Pool Mampang,4.71
DRV-BB-02581,Pool Kramat Jati,4.71
DRV-BB-02582,Pool Kelapa Gading,4.91
DRV-BB-02583,Pool Ciputat,4.74
DRV-BB-02584,Pool BSD,4.81
DRV-BB-02585,Pool Ciputat,4.97
DRV-BB-02586,Pool Mampang,4.88
DRV-BB-02587,Pool Halim,4.62
DRV-BB-02588,Pool Kelapa Gading,4.68
DRV-BB-02589,Pool Mampang,4.65
DRV-BB-02590,Pool BSD,4.67
DRV-BB-02591,Pool Puri,4.78
DRV-BB-02592,Pool Ciputat,4.98
DRV-BB-02593,Pool Ciputat,4.98
DRV-BB-02594,Pool Ciputat,4.67
DRV-BB-02595,Pool Ciputat,4.63
DRV-BB-02596,Pool Mampang,4.63
DRV-BB-02597,Pool BSD,4.83
DRV-BB-02598,Pool Puri,4.79
DRV-BB-02599,Pool Kramat Jati,4.63
DRV-BB-02600,Pool Kramat Jati,4.84
DRV-BB-02601,Pool Puri,4.9
DRV-BB-02602,Pool BSD,4.62
DRV-BB-02603,Pool Halim,4.64
DRV-BB-02604,Pool BSD,4.99
DRV-BB-02605,Pool Puri,5.0
DRV-BB-02606,Pool Halim,4.71
DRV-BB-02607,Pool BSD,4.98
DRV-BB-02608,Pool Kelapa Gading,4.95
DRV-BB-02609,Pool Kramat Jati,4.63
DRV-BB-02610,Pool Kelapa Gading,4.7
DRV-BB-02611,Pool Mampang,4.86
DRV-BB-02612,Pool Ciputat,4.71
DRV-BB-02613,Pool Kelapa Gading,4.7
DRV-BB-02614,Pool Puri,4.98
DRV-BB-02615,Pool Ciputat,4.86
DRV-BB-02616,Pool BSD,4.74
DRV-BB-02617,Pool Kramat Jati,4.75
DRV-BB-02618,Pool Ciputat,4.78
DRV-BB-02619,Pool Kelapa Gading,4.95
DRV-BB-02620,Pool Kelapa Gading,4.61
DRV-BB-02621,Pool BSD,4.79
DRV-BB-02622,Pool Puri,4.67
DRV-BB-02623,Pool Mampang,4.81
DRV-BB-02624,Pool Ciputat,4.64
DRV-BB-02625,Pool Kelapa Gading,4.65
DRV-BB-02626,Pool Kelapa Gading,4.88
DRV-BB-02627,Pool Puri,4.73
DRV-BB-02628,Pool BSD,4.9
DRV-BB-02629,Pool Halim,4.82
DRV-BB-02630,Pool Kramat Jati,4.66
DRV-BB-02631,Pool Halim,4.84
